sicaklik,mq7,mq135,toz
25.28,0.00931,0.33085000000000003,0.72932
13.158,0.008110000000000001,0.16945,0.6854600000000001
31.838,0.00968,0.13189,0.40700000000000003
34.867,0.00897,0.30977,0.28852
36.257,0.00875,0.24872,0.7666
10.196,0.01006,0.18569,0.14956
7.96,0.0079,0.34958,0.7981
11.521,0.00918,0.09555,0.80948
24.443,0.00756,0.48546,0.9293600000000001
10.326,0.00643,0.33013,0.4894
31.41,0.01076,0.12514,0.7567
15.633,0.009170000000000001,0.28432999999999997,0.94868
36.471,0.01226,0.19777,1.00086
35.474,0.010820000000000001,0.1183,0.97344
14.456,0.00795,0.47641,0.9523600000000001
22.962,0.00862,0.5989099999999999,0.8930400000000001
30.678,0.00812,0.22943999999999998,0.92136
36.661,0.0084,0.28723,0.4696
17.255,0.0053100000000000005,0.36402999999999996,0.6799599999999999
8.367,0.0075,0.31666,0.7533799999999999
28.764,0.00805,0.37307,0.5627
21.341,0.00748,0.18709,1.11068
26.704,0.00621,0.49633000000000005,0.75652
17.469,0.0047599999999999995,0.36103,1.30078
6.413,0.010700000000000001,0.32119,0.37206000000000006
25.545,0.01199,0.32929,0.91452
12.549,0.006979999999999999,0.2584,0.33896
17.257,0.009389999999999999,0.26735,1.2908000000000002
23.376,0.003,0.23363,0.54436
7.178,0.01057,0.3943,0.51976
23.452,0.0072699999999999996,0.36341,1.0818
28.651,0.00887,0.17309000000000002,0.43857999999999997
8.591,0.005699999999999999,0.45851,0.7891800000000001
29.688,0.01367,0.12304999999999999,0.29732
28.118,0.00633,0.16634000000000002,0.50442
28.414,0.00975,0.40967,0.08752
13.479,0.00555,0.48475999999999997,0.70732
12.404,0.00826,0.20586,0.9048
11.331,0.00875,0.36185,0.10086
27.323,0.00843,0.39838999999999997,0.5745
20.27,0.00547,0.41147,0.26178
33.371,0.008110000000000001,0.22541,0.70052
6.574,0.010009999999999998,0.43969,0.07732
34.775,0.00886,0.37305,0.35107999999999995
33.493,0.0034999999999999996,0.09171,1.09596
24.863,0.00294,0.19387000000000001,0.52906
31.096,0.00519,0.5444599999999999,0.58384
17.456,0.00409,0.40228,0.606
9.12,0.00634,0.29603,0.8691
36.473,0.01236,0.24322,0.66212
12.461,0.00916,0.30421,0.27496
9.545,0.00506,0.35205,0.84934
14.182,0.00827,0.24722000000000002,0.5922
27.231,0.00808,0.47698,0.18774000000000002
25.879,0.0078000000000000005,0.41562,0.61058
14.292,0.00172,0.34412,1.46814
23.191,0.011160000000000002,0.09348000000000001,0.275
19.099,0.0035499999999999998,0.59796,0.51394
6.051,0.0044800000000000005,0.47350000000000003,1.06778
13.948,0.0078000000000000005,0.42879,1.1018000000000001
30.889,0.009559999999999999,0.27931,0.7534000000000001
35.662,0.011739999999999999,0.011240000000000002,0.7439
13.002,0.010049999999999998,0.46391,0.044160000000000005
34.379,0.01137,0.40191000000000004,0.40378000000000003
10.138,0.01163,0.33292,0.33506
28.354,0.01024,0.22097999999999998,0.80578
19.262,0.00866,0.34558999999999995,0.96174
28.247,0.0060799999999999995,0.43632,0.79574
33.36,0.00302,0.44717,0.98044
22.857,0.00779,0.12287000000000001,1.52874
29.233,0.0059099999999999995,0.52808,0.8151999999999999
16.735,0.00864,0.35680999999999996,1.17564
21.719,0.00299,0.07441,1.00668
19.725,0.00893,0.28462,0.66464
11.502,0.00815,0.44869,0.9334
13.519,0.0092,0.33235,0.5588799999999999
21.602,0.00908,0.34698,0.94396
6.415,0.00753,0.23244,0.92256
21.191,0.00936,0.12983,0.36166
16.444,0.01012,0.48406999999999994,0.24122
35.236,0.01022,0.06892000000000001,0.70092
28.293,0.01151,0.29225999999999996,0.82062
36.961,0.006500000000000001,0.32803,0.23568
11.221,0.01083,0.37756,0.41042
22.472,0.00444,0.27727,0.60132
24.775,0.005410000000000001,0.21608,0.8712399999999999
18.317,0.00873,0.26344999999999996,0.95344
7.927,0.01004,0.40509,0.90152
23.006,0.01118,0.32545999999999997,0.7003400000000001
14.837,0.01012,0.21826,0.86504
6.558,0.0025800000000000003,0.28788,0.2152
29.31,0.00795,0.45783,0.15002000000000001
7.115,0.00428,0.21931,1.2209999999999999
30.284,0.005350000000000001,0.32170000000000004,0.55702
17.733,0.008539999999999999,0.31677,1.37328
5.837,0.00736,0.41043,0.54644
25.552,0.01252,0.29035,0.72414
36.786,0.011559999999999999,0.30851,0.49612
29.616,0.00882,0.08664,0.70866
13.969,0.009729999999999999,0.26939,0.77116
36.994,0.00407,0.45316,0.64446
10.941,0.0027700000000000003,0.14562,0.6982599999999999
13.879,0.00579,0.50575,0.9682599999999999
25.506,0.0092,0.1918,0.85642
16.521,0.01111,0.3256,0.13834
25.455,0.00803,0.39126,1.65816
22.125,0.00658,0.11481,1.03026
5.135,0.0070999999999999995,0.33397,0.00528
15.213,0.00897,0.3417,1.14002
20.862,0.00936,0.38217,0.28278
5.528,0.00748,0.34245,0.59876
13.807,0.0072,0.10964,1.10084
32.858,0.00659,0.09807,1.89342
14.846,0.00957,0.26522,1.2083
32.211,0.0070799999999999995,0.32115000000000005,0.14032
10.997,0.00504,0.38423,1.19496
15.269,0.01064,0.09401999999999999,0.63652
15.443,0.006500000000000001,0.24161000000000002,0.65204
11.353,0.0051600000000000005,0.27679,0.4058
15.457,0.005540000000000001,0.55004,1.0184199999999999
12.92,0.009260000000000001,0.24622,1.2396800000000001
5.508,0.005829999999999999,0.1449,0.71504
9.235,0.00871,0.17534,0.6826000000000001
22.048,0.00862,0.031219999999999998,1.00246
12.187,0.00621,0.03323,1.3255000000000001
11.595,0.005829999999999999,0.42203,0.47631999999999997
34.582,0.007019999999999999,0.1752,1.51142
36.166,0.00902,0.41862,1.29264
13.112,0.01035,0.22384,1.31188
6.285,0.00584,0.60711,0.87848
16.982,0.00795,0.48191,0.4078
15.63,0.0044800000000000005,0.44144,1.08294
30.459,0.00549,0.32536000000000004,0.95196
32.491,0.006919999999999999,0.19466999999999998,1.20386
15.726,0.00857,0.43749000000000005,0.45076
31.82,0.009439999999999999,0.22640999999999997,0.77266
24.336,0.00649,0.25891,1.29844
22.776,0.010960000000000001,0.40014000000000005,0.43274
34.228,0.01149,0.52849,0.62358
27.47,0.00662,0.45207,0.81714
35.486,0.008960000000000001,0.30329,0.84694
12.491,0.01307,0.00121,1.13666
21.892,0.00874,0.27818000000000004,0.42132
17.969,0.00734,0.71111,0.86508
37.616,0.00485,0.41367,0.58254
32.011,0.00805,0.19349,0.94538
24.117,0.00672,0.26164000000000004,0.5042
27.64,0.005430000000000001,0.38557,1.41058
33.627,0.01228,0.24312999999999999,0.81682
23.979,0.00526,0.11295,0.5646
32.474,0.00729,0.56765,0.8859
12.992,0.00979,0.37933,1.0505
23.695,0.00092,0.34954999999999997,0.9201999999999999
